geo_accession,title,source_name_ch1,description,platform_id,organism_ch1,tissue,channel_count,characteristics_ch2,contact_address,contact_city,contact_country,contact_department,contact_email,contact_institute,contact_laboratory,contact_name,contact_state,contact_zip/postal_code,data_processing,data_row_count,extract_protocol_ch1,extract_protocol_ch2,hyb_protocol,label_ch1,label_ch2,label_protocol_ch1,label_protocol_ch2,last_update_date,molecule_ch1,molecule_ch2,organism_ch2,scan_protocol,source_name_ch2,status,submission_date,supplementary_file,taxid_ch1,taxid_ch2,type
GSM1304280,Ov_Tumor_Ref_Mix  vs. 404,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 404,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304280/suppl/GSM1304280_B02_251485049592_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304281,Ov_Tumor_Ref_Mix  vs. 405,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 405,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304281/suppl/GSM1304281_B02_251485049592_S01_GE2-v5_95_Feb07_2_Off_1_4.txt.gz,9606,9606,RNA
GSM1304282,Ov_Tumor_Ref_Mix  vs. 418,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 418,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304282/suppl/GSM1304282_B02_251485056105_S01_GE2-v5_95_Feb07_2_Off_1_1.txt.gz,9606,9606,RNA
GSM1304283,Ov_Tumor_Ref_Mix  vs. 422,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 422,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304283/suppl/GSM1304283_B02_251485049593_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
GSM1304284,Ov_Tumor_Ref_Mix  vs. 427,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 427,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304284/suppl/GSM1304284_B02_251485049593_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304285,Ov_Tumor_Ref_Mix  vs. 428,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 428,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304285/suppl/GSM1304285_B02_251485049593_S01_GE2-v5_95_Feb07_2_Off_1_4.txt.gz,9606,9606,RNA
GSM1304286,Ov_Tumor_Ref_Mix  vs. 440,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 440,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304286/suppl/GSM1304286_B02_251485049594_S01_GE2-v5_95_Feb07_2_Off_1_1.txt.gz,9606,9606,RNA
GSM1304287,Ov_Tumor_Ref_Mix  vs. 444,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 444,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304287/suppl/GSM1304287_B02_251485049594_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
GSM1304288,Ov_Tumor_Ref_Mix  vs. 447,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 447,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304288/suppl/GSM1304288_B02_251485049594_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304289,Ov_Tumor_Ref_Mix  vs. 448,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 448,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304289/suppl/GSM1304289_B02_251485049594_S01_GE2-v5_95_Feb07_2_Off_1_4.txt.gz,9606,9606,RNA
GSM1304290,Ov_Tumor_Ref_Mix  vs. 472,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 472,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304290/suppl/GSM1304290_B02_251485049590_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
GSM1304291,Ov_Tumor_Ref_Mix  vs. 474,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 474,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304291/suppl/GSM1304291_B02_251485049590_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304292,Ov_Tumor_Ref_Mix  vs. 478,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 478,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304292/suppl/GSM1304292_B02_251485056474_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304293,Ov_Tumor_Ref_Mix  vs. 485,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 485,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304293/suppl/GSM1304293_B02_251485056237_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
GSM1304294,Ov_Tumor_Ref_Mix  vs. 488,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 488,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304294/suppl/GSM1304294_B02_251485056237_S01_GE2-v5_95_Feb07_2_Off_1_3.txt.gz,9606,9606,RNA
GSM1304295,Ov_Tumor_Ref_Mix  vs. 500,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 500,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304295/suppl/GSM1304295_B02_251485056237_S01_GE2-v5_95_Feb07_2_Off_1_4.txt.gz,9606,9606,RNA
GSM1304296,Ov_Tumor_Ref_Mix  vs. 501,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 501,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304296/suppl/GSM1304296_B02_251485056238_S01_GE2-v5_95_Feb07_2_Off_1_1.txt.gz,9606,9606,RNA
GSM1304297,Ov_Tumor_Ref_Mix  vs. 502,106 pooled ovarian samples,ovarian serous tumor sample,GPL6480,Homo sapiens,ovarian,2,,2825 Santa Monica Blvd. Suite 200,Santa Monica,USA,Medicine,jdering@mednet.ucla.edu,UCLA School of Medicine,Translational Oncology Research,"Judy,,Dering",CA,90404,"Agilent Feature Extraced data was imported into Rosetta Resolver version 7.1.1  (Rosetta Inpharmatics LLC, Cambridge, MA). Multiple probes with the same sequence code were combined into a single value using the Rosetta Resolver error-weighted averaging method for combining repeated measures.",41000,,Total RNA extracted using Qiagen RNeasy Kit following manufacturer's protocol.,825 ng each of labeled reference mix (cy3 label) and individual sample (cy5 label) were applied to Whole Human Genome 4X44 microarrays (Agilent G4112F) using the In Situ Hybridization Kit Plus (Agilent) protocol,Cy3,Cy5,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,RNA were labeled with Cy3-CTP or Cy5-CTP using the Quick-Amp Labeling Kit (Agilent) following manufacturer's instructions,Jan 07 2015,total RNA,total RNA,Homo sapiens,Slides were read on an Agilent G2505B scanner.  All  experiments were scanned with extended dynamic range enabled.,ovarian tumor 502,Public on Jan 07 2015,Jan 09 2014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1304nnn/GSM1304297/suppl/GSM1304297_B02_251485056238_S01_GE2-v5_95_Feb07_2_Off_1_2.txt.gz,9606,9606,RNA
